,NP,NP_Synthesis,Drug,Drug_class,Drug_dose (μg/disk),NP_concentration (μg/ml),NP size_avg (nm),shape,method,Bacteria,Drug,reference,amw,lipinskiHBA,chi4v,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"avg_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,BCUT2D_MWHI,AvgIpc,BalabanJ,PEOE_VSA13,PEOE_VSA14,PEOE_VSA4,PEOE_VSA6,PEOE_VSA8,SlogP_VSA4,SlogP_VSA8,EState_VSA6,EState_VSA7,VSA_EState9,NumAliphaticCarbocycles,fr_ArN,fr_alkyl_halide,fr_allylic_oxid,ZOI_NP (mm),ZOI_drug (mm),ZOI_Drug_NP (mm)
40,Ag,green_synthesis using Acinetobacter calcoaceticus,Ampicillin,Organoheterocyclic compounds,30.0,15.0,10.0,spherical,disc_diffusion,Shigella sonnei,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,7.259130064,10.0,8.0
41,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,Diazanaphthalenes,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Nalidixic acid,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,36.0,37,respiratory tract,11.91519274,-1.208634259,10.70588235,232.239,16.36620625,2.28567803,2.946743973,0.0,5.969305288,0.0,0.0,18.43552797,6.9237372,11.03340144,16.69983378,13.8474744,0.0,0,0,0,0,7.590721552,8.0,8.0
42,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Salmonella typhi,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,252.0,37,blood,12.57843074,-1.755830655,47.05,585.608,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,8.144160296,7.0,8.0
43,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Erythromycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,10.10049904,7.0,8.0
44,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Nitrofurantoin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,11.06077649,-0.691042953,15.64705882,238.159,16.64845383,2.822017561,2.070287586,0.0,11.91529671,5.101407526,0.0,0.0,10.11431827,0.0,0.0,5.316788604,0.0,0,0,0,0,10.10049904,8.0,8.0
45,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Staphylococcus aureus,Erythromycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,11.26240853,7.0,8.0
46,Ag,green_synthesis using Acinetobacter calcoaceticus,Doxycycline,Tetracyclines,30.0,15.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,13.31702838,-2.89477903,33.33333333,462.455,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,11.67010682,12.0,8.0
47,Fe3O4,chemical_synthesis by controlled precipitation of iron chloride salts,Gentamicin,Aminoglycoside ,34.0,3000.0,14.0,spherical,disc_diffusion,Bacillus subtilis,Gentamicin,https://iopscience.iop.org/article/10.1088/2053-1591/aa8652/meta#mrxaa8652s2,231.531,4,0.144587936,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,14.83549219,17.4972455,8.0
48,Fe3O4,chemical_synthesis by controlled precipitation of iron chloride salts,Gentamicin,Aminoglycoside ,34.0,100.0,14.0,spherical,disc_diffusion,Bacillus subtilis,Gentamicin,https://iopscience.iop.org/article/10.1088/2053-1591/aa8652/meta#mrxaa8652s2,231.531,4,0.144587936,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,19.06333732,17.4972455,8.0
49,Au,green_synthesis from aqueous extract of Adiantum philippense,Amoxicillin,Lactams,19.25,25.0,34.0,spherical and triangular,well_diffusion,Staphylococcus aureus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,196.967,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,17.11576918,15.32184835,8.1
50,Au,green_synthesis from aqueous extract of Adiantum philippense,Amoxicillin,Lactams,19.25,25.0,34.0,spherical and triangular,well_diffusion,Escherichia coli,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,196.967,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,15.59892756,14.34731777,8.2
51,Au,green_synthesis from aqueous extract of Adiantum philippense,Amoxicillin,Lactams,19.25,25.0,34.0,spherical and triangular,well_diffusion,Staphylococcus epidermidis,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,196.967,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,36.0,37,nose,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,16.91965989,16.53981301,8.5
52,Au,green_synthesis from aqueous extract of Adiantum philippense,Amoxicillin,Lactams,19.25,25.0,34.0,spherical and triangular,well_diffusion,Bacillus subtilis,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,196.967,0,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,14.76721416,13.81512173,8.7
53,Au,green_synthesis from aqueous extract of Adiantum philippense,Amoxicillin,Lactams,19.25,25.0,34.0,spherical and triangular,well_diffusion,Bacillus cereus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,196.967,0,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,10.0,30,food,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,16.73121778,15.21634592,8.9
54,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,Nitrofurantoin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,42.0,30,water,11.06077649,-0.691042953,15.64705882,238.159,16.64845383,2.822017561,2.070287586,0.0,11.91529671,5.101407526,0.0,0.0,10.11431827,0.0,0.0,5.316788604,0.0,0,0,0,0,6.402480412,9.0,9.0
55,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,6.927108084,7.0,9.0
56,Ag,green_synthesis using Acinetobacter calcoaceticus,Vancomycin,carboxylic acids,30.0,15.0,10.0,spherical,disc_diffusion,Shigella sonnei,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,16.01721414,-2.345197559,29.43564356,1449.271,35.49679308,0.775398175,1.239428306,0.0,5.969305288,0.0,55.24845539,34.71646842,5.917906046,11.12690298,0.0,13.8474744,1.472308693,0,0,0,0,7.259130064,10.0,9.0
57,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycoside ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Salmonella typhi,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,252.0,37,blood,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,8.144160296,7.0,9.0
58,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Salmonella typhi,Nitrofurantoin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,252.0,37,blood,11.06077649,-0.691042953,15.64705882,238.159,16.64845383,2.822017561,2.070287586,0.0,11.91529671,5.101407526,0.0,0.0,10.11431827,0.0,0.0,5.316788604,0.0,0,0,0,0,8.144160296,7.0,9.0
59,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,48.0,30,respiratory tract,10.93437059,-1.661604858,53.72727273,484.503,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,9.201636877,7.0,9.0
60,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,48.0,30,respiratory tract,13.11432809,-1.753218546,19.67567568,546.587,32.1666812,3.279136562,1.551044932,11.81435946,5.969305288,0.0,11.2220798,28.83875504,0.0,0.0,29.09352093,6.066367068,0.0,0,1,0,0,9.201636877,9.0,9.0
61,Ag,green_synthesis using Acinetobacter calcoaceticus,Ampicillin,Organoheterocyclic compounds,30.0,15.0,10.0,spherical,disc_diffusion,Staphylococcus aureus,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,9.25096953,13.0,9.0
62,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,Diazanaphthalenes,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,Nalidixic acid,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,48.0,37,urine,11.91519274,-1.208634259,10.70588235,232.239,16.36620625,2.28567803,2.946743973,0.0,5.969305288,0.0,0.0,18.43552797,6.9237372,11.03340144,16.69983378,13.8474744,0.0,0,0,0,0,9.941607907,7.0,9.0
63,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,Nitrofurantoin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,48.0,37,urine,11.06077649,-0.691042953,15.64705882,238.159,16.64845383,2.822017561,2.070287586,0.0,11.91529671,5.101407526,0.0,0.0,10.11431827,0.0,0.0,5.316788604,0.0,0,0,0,0,9.941607907,9.0,9.0
64,ZnO,chem_synthesis by sol-gel method,Ceftriaxone,Lactams,30.0,2.0,15.0,spherical,well_diffusion,Sphingomonas paucimobilis,Ceftriaxone,https://link.springer.com/article/10.1007/s11051-012-1413-4,81.389,1,0.0,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Bacteria,Sphingomonas paucimobilis,opportunistic pathogen,n,24.0,30,soil,12.91680492,-1.306214252,19.55555556,554.592,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,11.33,8.0,9.0
65,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Amoxycillin,Lactams,10.0,5000.0,68.64,spherical,disc_diffusion,Klebsiella pneumoniae,Amoxycillin,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,48.0,30,respiratory tract,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,14.75086951,22.0,9.0
66,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Amoxycillin,Lactams,10.0,5000.0,68.64,spherical,disc_diffusion,Pseudomonas aeruginosa,Amoxycillin,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,16.98949269,10.5,9.0
67,Au,green_synthesis from aqueous extract of Adiantum philippense,Amoxicillin,Lactams,19.25,25.0,34.0,spherical and triangular,well_diffusion,Staphylococcus aureus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,196.967,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,17.11576918,15.32184835,9.1
68,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Cefpirome,Lactams,30.0,5000.0,68.64,spherical,disc_diffusion,Klebsiella pneumoniae,Cefpirome,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,48.0,30,respiratory tract,13.013758,-1.406309312,21.34285714,514.589,32.16668103,3.49471598,1.361543008,11.81435946,0.0,4.567099648,5.155712727,34.75666109,0.0,0.0,5.38006277,12.26321064,1.286528462,1,1,0,0,14.75086951,12.5,9.5
69,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Cefpirome,Lactams,30.0,5000.0,68.64,spherical,disc_diffusion,Pseudomonas aeruginosa,Cefpirome,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,13.013758,-1.406309312,21.34285714,514.589,32.16668103,3.49471598,1.361543008,11.81435946,0.0,4.567099648,5.155712727,34.75666109,0.0,0.0,5.38006277,12.26321064,1.286528462,1,1,0,0,16.98949269,9.5,9.5
70,Ag,green_synthesis using extract of corn leaves,Amphotericin B,Organooxygen compounds,5.0,50.0,45.26,spherical,disc_diffusion,Candida saitoana,Amphotericin B,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,107.868,0,0.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida saitoana,Eukaryota,[Candida] saitoana,non-pathogenic,f,84.0,37,food,12.61321938,-2.325405557,45.49230769,924.091,16.70563965,3.214648676,1.859385458,0.0,11.93861058,0.0,98.9117559,37.51909858,17.75371814,0.0,80.68369557,19.07577741,0.0,0,0,0,12,12.60500199,20.67433097,9.74
71,Au,Chem_synthesis by reduction of tetrachloroauric acid with sodium citrate ,Gentamicin,Aminoglycoside ,0.563,30.0,16.0,spherical,well_diffusion,Escherichia coli,Gentamicin,https://link.springer.com/article/10.1007/s11671-009-9316-8,196.967,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,18.4368453,9.9,9.9
72,Ag,green_synthesis using Acinetobacter calcoaceticus,Amoxicillin,Lactams,30.0,15.0,10.0,spherical,disc_diffusion,Streptococcus mutans,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,6.379314218,12.0,10.0
73,Ag,green_synthesis using Acinetobacter calcoaceticus,Vancomycin,carboxylic acids,30.0,15.0,10.0,spherical,disc_diffusion,Salmonella typhimurium,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,16.01721414,-2.345197559,29.43564356,1449.271,35.49679308,0.775398175,1.239428306,0.0,5.969305288,0.0,55.24845539,34.71646842,5.917906046,11.12690298,0.0,13.8474744,1.472308693,0,0,0,0,6.859416529,12.0,10.0
74,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,10.93437059,-1.661604858,53.72727273,484.503,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6.927108084,7.0,10.0
75,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,Diazanaphthalenes,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,Nalidixic acid,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,11.91519274,-1.208634259,10.70588235,232.239,16.36620625,2.28567803,2.946743973,0.0,5.969305288,0.0,0.0,18.43552797,6.9237372,11.03340144,16.69983378,13.8474744,0.0,0,0,0,0,6.927108084,7.0,10.0
76,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,11.30478637,-1.325823356,13.85,323.132,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,2,0,6.927108084,10.0,10.0
77,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas koreensis,opportunistic pathogen,n,36.0,30,soil,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,7.370877606,7.0,10.0
78,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,36.0,37,respiratory tract,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,7.590721552,10.0,10.0
