,NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),Valance_electron,amw,lipinskiHBA,NumHBA,chi0v,kappa1,"min_Incub_period, h","growth_temp, C",biosafety_level,reference,ZOI_NP (mm)
109,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,17.0
110,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,500.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,16.0
111,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,300.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,15.0
112,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,100.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,13.0
113,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0
114,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,30.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.0
115,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,0.16,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0
117,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,12.0
118,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,11.0
119,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,300.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,9.0
120,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,18.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,100.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,30.0,1.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0
125,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,8.0
126,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,nanorods and triangles,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,500.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,7.0
133,Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,48.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,10.0,20.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5822507/,10.0
134,Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,48.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,20.0,20.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5822507/,18.0
135,Ag,green_synthesis using extract of Klebsiella pneumoniae,spherical,disc_diffusion,Enterococcus faecalis,48.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,30.0,20.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5822507/,23.0
136,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Bacillus cereus,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,pathogenic,p,food,50.0,31.0,69.0,11,107.868,0,0,1.78376517,1.74025974,4.0,30.0,2.0,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,11.39
137,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,31.0,69.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.55
138,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Listeria monocytogenes,24.0,Bacillota,Bacilli,Bacillales,Listeriaceae,Bacteria,pathogenic,p,food,50.0,31.0,69.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,9.26
139,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,50.0,31.0,69.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,11.57
140,Ag,green_synthesis using extract of corn leaves,spherical,disc_diffusion,Salmonella typhimurium,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,meat,50.0,31.0,69.0,11,107.868,0,0,1.78376517,1.74025974,6.0,37.0,2.0,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,11.22
141,Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,10.0,78.9,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.html?url=green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte,25.0
142,Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Acinetobacter baumannii,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria,pathogenic,n,urine,20.0,10.0,78.9,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.html?url=green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte,22.0
143,Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20.0,10.0,78.9,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.html?url=green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte,24.0
144,Ag,green_synthesis using C. zylinicum aqueous extracts,spherical,well_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,20.0,10.0,78.9,11,107.868,0,0,1.78376517,1.74025974,24.0,30.0,2.0,https://www.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.html?url=green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte,24.0
145,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Staphylococcus epidermidis,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,opportunistic pathogen,p,nose,10.0,14.0,42.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,15.0
146,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Staphylococcus epidermidis,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,opportunistic pathogen,p,nose,10.0,14.0,42.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,19.0
147,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,14.0,42.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,18.0
148,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Salmonella typhi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,blood,10.0,14.0,42.0,11,107.868,0,0,1.78376517,1.74025974,168.0,37.0,2.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,13.0
149,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Salmonella paratyphi,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,10.0,14.0,42.0,11,107.868,0,0,1.78376517,1.74025974,6.0,37.0,2.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,15.0
150,Ag,green_synthesis  by Bacillus sp.,spherical,disc_diffusion,Vibrio cholerae,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,pathogenic,n,water,10.0,14.0,42.0,11,107.868,0,0,1.78376517,1.74025974,48.0,30.0,2.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,18.0
151,Ag,purchased from sigma aldrich,spherical,well_diffusion,Staphylococcus aureus,21.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,10.0,10.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.0
152,Ag,purchased from sigma aldrich,spherical,well_diffusion,Staphylococcus aureus,21.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,40.0,40.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.0
153,Pt,purchased from sigma aldrich,spherical,well_diffusion,Staphylococcus aureus,21.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,225.0,4.0,4.0,10,195.078,0,0,2.588435821,1.688311688,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,12.0
154,Pt,purchased from sigma aldrich,spherical,well_diffusion,Staphylococcus aureus,21.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,4.0,4.0,10,195.078,0,0,2.588435821,1.688311688,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,11.0
155,ZnO,purchased from sigma aldrich,spherical,well_diffusion,Staphylococcus aureus,21.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10500.0,100.0,100.0,8,81.389,1,1,4.082482905,2.423376623,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,15.0
156,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,10.0,30.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://doi.org/10.1007/s10876-020-01759-x,20.3
157,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,10.0,10.0,30.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,3.0,https://doi.org/10.1007/s10876-020-01759-x,14.0
158,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10.0,10.0,30.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://doi.org/10.1007/s10876-020-01759-x,17.0
159,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,well_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,opportunistic pathogen,p,soil,10.0,10.0,30.0,11,107.868,0,0,1.78376517,1.74025974,240.0,30.0,1.0,https://doi.org/10.1007/s10876-020-01759-x,17.3
160,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,10.0,30.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://doi.org/10.1007/s10876-020-01759-x,15.6
161,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10.0,10.0,30.0,11,107.868,0,0,1.78376517,1.74025974,0.16,30.0,1.0,https://doi.org/10.1007/s10876-020-01759-x,14.6
162,Ag,green_synthesis using the methanolic extracts of marine algae (V. pachynema),spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,1000.0,30.0,40.0,11,107.868,0,0,1.78376517,1.74025974,2.0,30.0,2.0,https://doi.org/10.1016/j.bcab.2020.101719,26.6
163,Ag,green_synthesis using the methanolic extracts of marine algae (V. pachynema),spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,opportunistic pathogen,p,soil,1000.0,30.0,40.0,11,107.868,0,0,1.78376517,1.74025974,240.0,30.0,1.0,https://doi.org/10.1016/j.bcab.2020.101719,20.6
164,Ag,green_synthesis using the methanolic extracts of marine algae (V. pachynema),spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,750.0,30.0,40.0,11,107.868,0,0,1.78376517,1.74025974,2.0,30.0,2.0,https://doi.org/10.1016/j.bcab.2020.101719,9.0
165,Ag,green_synthesis using the methanolic extracts of marine algae (V. pachynema),spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,opportunistic pathogen,p,soil,750.0,30.0,40.0,11,107.868,0,0,1.78376517,1.74025974,240.0,30.0,1.0,https://doi.org/10.1016/j.bcab.2020.101719,9.0
166,Ag,green_synthesis using the methanolic extracts of marine algae (V. pachynema),spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,500.0,30.0,40.0,11,107.868,0,0,1.78376517,1.74025974,2.0,30.0,2.0,https://doi.org/10.1016/j.bcab.2020.101719,8.33
167,Ag,green_synthesis using the methanolic extracts of marine algae (V. pachynema),spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,opportunistic pathogen,p,soil,500.0,30.0,40.0,11,107.868,0,0,1.78376517,1.74025974,240.0,30.0,1.0,https://doi.org/10.1016/j.bcab.2020.101719,7.66
168,Ag,green_synthesis using the methanolic extracts of marine algae (S. wightii),spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,2000.0,55.0,70.0,11,107.868,0,0,1.78376517,1.74025974,2.0,30.0,2.0,https://doi.org/10.1016/j.bcab.2020.101719,24.33
169,Ag,green_synthesis using the methanolic extracts of marine algae (S. wightii),spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,opportunistic pathogen,p,soil,2000.0,55.0,70.0,11,107.868,0,0,1.78376517,1.74025974,240.0,30.0,1.0,https://doi.org/10.1016/j.bcab.2020.101719,25.66
170,Ag,green_synthesis using the methanolic extracts of marine algae (S. wightii),spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,1000.0,55.0,70.0,11,107.868,0,0,1.78376517,1.74025974,2.0,30.0,2.0,https://doi.org/10.1016/j.bcab.2020.101719,14.3
171,Ag,green_synthesis using the methanolic extracts of marine algae (S. wightii),spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,opportunistic pathogen,p,soil,1000.0,55.0,70.0,11,107.868,0,0,1.78376517,1.74025974,240.0,30.0,1.0,https://doi.org/10.1016/j.bcab.2020.101719,15.3
172,Ag,green_synthesis using the methanolic extracts of marine algae (S. wightii),spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,500.0,55.0,70.0,11,107.868,0,0,1.78376517,1.74025974,2.0,30.0,2.0,https://doi.org/10.1016/j.bcab.2020.101719,7.66
173,Ag,green_synthesis using the methanolic extracts of marine algae (S. wightii),spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,opportunistic pathogen,p,soil,500.0,55.0,70.0,11,107.868,0,0,1.78376517,1.74025974,240.0,30.0,1.0,https://doi.org/10.1016/j.bcab.2020.101719,9.0
174,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,2.26,10.34,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,14.0
175,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,2.26,10.34,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,13.0
176,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,2.26,10.34,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,15.0
177,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,102.0,2.26,10.34,11,107.868,0,0,1.78376517,1.74025974,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,11.0
178,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,100.0,2.26,10.34,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,16.0
179,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,104.0,2.26,10.34,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,16.0
