,Bacteria,Drug,reference,time (hr),MDR,Phylum,Class,Order,Family,Genus,bac_type,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,MolWt,PEOE_VSA11,PEOE_VSA13,PEOE_VSA8,SMR_VSA2,SMR_VSA9,MIC_drug_log
349,Proteus mirabilis,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.995732274
350,Proteus mirabilis,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.995732274
351,Acinetobacter baumannii,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,3.688879454
352,Acinetobacter baumannii,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,3.688879454
353,Acinetobacter baumannii,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,3.688879454
354,Klebsiella pneumoniae,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,3.688879454
355,Proteus mirabilis,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.995732274
356,Proteus mirabilis,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.302585093
357,Acinetobacter baumannii,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.995732274
358,Acinetobacter baumannii,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.302585093
359,Acinetobacter baumannii,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,3.688879454
360,Acinetobacter baumannii,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.995732274
361,Escherichia coli,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,0
362,Pseudomonas aeruginosa,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,0.693147181
363,Klebsiella pneumoniae,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,0
364,Escherichia coli,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
365,Pseudomonas aeruginosa,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
366,Klebsiella pneumoniae,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
367,Acinetobacter baumannii,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,0
368,Staphylococcus aureus,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,0.693147181
369,Staphylococcus epidermidis,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,opportunistic pathogen,p,24,37,nose,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,0
370,Staphylococcus aureus,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
371,Streptococcus suis,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,meat,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
372,Enterococcus faecium,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,opportunistic pathogen,p,24,37,blood,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
373,Escherichia coli,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,0
374,Pseudomonas aeruginosa,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,2.772588722
375,Klebsiella pneumoniae,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,0
376,Escherichia coli,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
377,Pseudomonas aeruginosa,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
378,Klebsiella pneumoniae,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
379,Acinetobacter baumannii,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,2.079441542
380,Staphylococcus aureus,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,2.079441542
381,Staphylococcus epidermidis,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,opportunistic pathogen,p,24,37,nose,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,0
382,Staphylococcus aureus,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
383,Streptococcus suis,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,meat,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
384,Enterococcus faecium,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,opportunistic pathogen,p,24,37,blood,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.158883083
385,Escherichia coli,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-1.386294361
386,Pseudomonas aeruginosa,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,0.693147181
387,Klebsiella pneumoniae,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-1.386294361
388,Escherichia coli,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,3.465735903
389,Pseudomonas aeruginosa,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,3.465735903
390,Klebsiella pneumoniae,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,3.465735903
391,Acinetobacter baumannii,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-0.693147181
392,Staphylococcus aureus,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-1.386294361
393,Staphylococcus epidermidis,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,opportunistic pathogen,p,24,37,nose,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-1.386294361
394,Staphylococcus aureus,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,4.158883083
395,Streptococcus suis,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,meat,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,4.158883083
396,Enterococcus faecium,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,opportunistic pathogen,p,24,37,blood,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,4.158883083
397,Escherichia coli,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-0.693147181
398,Pseudomonas aeruginosa,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,0
399,Klebsiella pneumoniae,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-0.693147181
400,Escherichia coli,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,3.465735903
401,Pseudomonas aeruginosa,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,3.465735903
402,Klebsiella pneumoniae,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,3.465735903
403,Acinetobacter baumannii,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-0.693147181
404,Staphylococcus aureus,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,0
405,Staphylococcus epidermidis,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,opportunistic pathogen,p,24,37,nose,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-0.693147181
406,Staphylococcus aureus,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,4.158883083
407,Streptococcus suis,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,meat,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,4.158883083
408,Enterococcus faecium,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,opportunistic pathogen,p,24,37,blood,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,4.158883083
409,Escherichia coli,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-0.693147181
410,Pseudomonas aeruginosa,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,0.693147181
411,Klebsiella pneumoniae,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-0.693147181
412,Escherichia coli,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,0.693147181
413,Pseudomonas aeruginosa,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,0.693147181
414,Klebsiella pneumoniae,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-0.693147181
415,Acinetobacter baumannii,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-0.693147181
416,Staphylococcus aureus,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,4.158883083
417,Staphylococcus epidermidis,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,opportunistic pathogen,p,24,37,nose,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,4.158883083
418,Staphylococcus aureus,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,4.158883083
419,Streptococcus suis,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,meat,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,4.158883083
420,Enterococcus faecium,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,opportunistic pathogen,p,24,37,blood,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,4.158883083
421,Escherichia coli,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,1.386294361
422,Pseudomonas aeruginosa,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,2.079441542
423,Klebsiella pneumoniae,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,2.079441542
424,Escherichia coli,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,1.386294361
425,Pseudomonas aeruginosa,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,2.079441542
426,Klebsiella pneumoniae,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-0.693147181
427,Acinetobacter baumannii,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,1.386294361
428,Staphylococcus aureus,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,4.158883083
429,Staphylococcus epidermidis,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,opportunistic pathogen,p,24,37,nose,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,4.158883083
430,Staphylococcus aureus,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,4.158883083
431,Streptococcus suis,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,1,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,meat,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,4.158883083
432,Enterococcus faecium,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,opportunistic pathogen,p,24,37,blood,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,4.158883083
433,Escherichia coli,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,2.079441542
434,Escherichia coli,Imipenem,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,1.386294361
435,Escherichia coli,Ceftriaxone,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,3.465735903
436,Escherichia coli,Ceftazidime,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,2.772588722
437,Escherichia coli,Ampicillin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,2.772588722
438,Escherichia coli,Ciprofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,0.693147181
439,Escherichia coli,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,1.386294361
