,NP,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,Drug,reference,time (hr),MDR,amw,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,PEOE_VSA11,PEOE_VSA13,PEOE_VSA4,PEOE_VSA8,SMR_VSA2,SMR_VSA7,SlogP_VSA8,EState_VSA6,EState_VSA7,fr_alkyl_halide,fr_allylic_oxid,MIC_NP_log,Drug_class,MIC_drug_log,MIC_drug_NP_log
49,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Pseudomonas aeruginosa,Ceftriaxone,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,4.158883083,Lactams,6.931471805599453,2.772588722239781
50,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Pseudomonas aeruginosa,Cefepime,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.89283297,-1.366845971,24.75,480.572,10.84324348,11.81435946,0.0,29.54766415,0.0,22.34413461,0.0,5.38006277,0.0,0,0,4.158883083,Lactams,3.4657359027997265,2.0794415416798357
51,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Pseudomonas aeruginosa,Ceftazidime,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,4.158883083,Lactams,4.1588830833596715,2.772588722239781
52,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Acinetobacter baumannii,Imipenem,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,11.93841503,-1.104253643,26.1,299.352,0.0,0.0,0.0,23.62356815,5.409283606,10.60217583,0.0,6.9237372,0.0,0,0,2.079441542,Lactams,2.0794415416798357,0.6931471805599453
53,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Acinetobacter baumannii,Ceftriaxone,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,2.079441542,Lactams,6.931471805599453,1.3862943611198906
54,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Acinetobacter baumannii,Cefepime,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,12.89283297,-1.366845971,24.75,480.572,10.84324348,11.81435946,0.0,29.54766415,0.0,22.34413461,0.0,5.38006277,0.0,0,0,2.079441542,Lactams,3.4657359027997265,0.6931471805599453
55,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Acinetobacter baumannii,Ceftazidime,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,2.079441542,Lactams,4.1588830833596715,0.6931471805599453
56,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Proteus sp.,Imipenem,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus sp. (in: enterobacteria),opportunistic pathogen,n,24.0,37,soil,11.93841503,-1.104253643,26.1,299.352,0.0,0.0,0.0,23.62356815,5.409283606,10.60217583,0.0,6.9237372,0.0,0,0,3.465735903,Lactams,2.772588722239781,1.3862943611198906
57,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Proteus sp.,Ceftriaxone,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus sp. (in: enterobacteria),opportunistic pathogen,n,24.0,37,soil,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,3.465735903,Lactams,6.931471805599453,2.772588722239781
58,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Proteus sp.,Cefepime,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus sp. (in: enterobacteria),opportunistic pathogen,n,24.0,37,soil,12.89283297,-1.366845971,24.75,480.572,10.84324348,11.81435946,0.0,29.54766415,0.0,22.34413461,0.0,5.38006277,0.0,0,0,3.465735903,Lactams,4.1588830833596715,2.0794415416798357
59,Ag,green_synthesis using extract of Acinetobacter baumannii,4.7,spherical,MIC,Proteus sp.,Ceftazidime,https://www.nature.com/articles/s41598-022-19698-0,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus sp. (in: enterobacteria),opportunistic pathogen,n,24.0,37,soil,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,3.465735903,Lactams,3.4657359027997265,2.0794415416798357
60,Ag,chem_synthesis by silver nitrate,30.0,spherical,MIC,Staphylococcus epidermidis,Gentamicin,https://www.tandfonline.com/doi/full/10.2147/IJN.S246484,24,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,1.690206066,Aminoglycoside ,6.214608098422191,3.4420193761824107
61,Ag,chem_synthesis by silver nitrate,30.0,spherical,MIC,Staphylococcus epidermidis,Gentamicin,https://www.tandfonline.com/doi/full/10.2147/IJN.S246484,24,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,1.690206066,Aminoglycoside ,6.214608098422191,3.4420193761824107
62,Ag,chem_synthesis by silver nitrate,30.0,spherical,MIC,Staphylococcus epidermidis,Gentamicin,https://www.tandfonline.com/doi/full/10.2147/IJN.S246484,24,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,1.690206066,Aminoglycoside ,6.214608098422191,3.4420193761824107
63,Ag,chem_synthesis by silver nitrate,30.0,spherical,MIC,Staphylococcus epidermidis,Gentamicin,https://www.tandfonline.com/doi/full/10.2147/IJN.S246484,24,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,1.690206066,Aminoglycoside ,6.214608098422191,2.0554049638515948
64,Ag,chem_synthesis by silver nitrate,30.0,spherical,MIC,Staphylococcus epidermidis,Gentamicin,https://www.tandfonline.com/doi/full/10.2147/IJN.S246484,24,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,1.690206066,Aminoglycoside ,4.8283137373023015,-0.030459207484708574
65,Ag,chem_synthesis by silver nitrate,30.0,spherical,MIC,Staphylococcus epidermidis,Gentamicin,https://www.tandfonline.com/doi/full/10.2147/IJN.S246484,24,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,1.690206066,Aminoglycoside ,5.521460917862246,3.4420193761824107
66,Ag,chem_synthesis by silver nitrate,30.0,spherical,MIC,Staphylococcus epidermidis,Gentamicin,https://www.tandfonline.com/doi/full/10.2147/IJN.S246484,24,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,1.690206066,Aminoglycoside ,6.214608098422191,4.135166556742356
67,Ag,chem_synthesis by silver nitrate,30.0,spherical,MIC,Staphylococcus epidermidis,Gentamicin,https://www.tandfonline.com/doi/full/10.2147/IJN.S246484,24,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,1.690206066,Aminoglycoside ,6.214608098422191,3.4420193761824107
68,Ag,chem_synthesis by silver nitrate,30.0,spherical,MIC,Staphylococcus epidermidis,Gentamicin,https://www.tandfonline.com/doi/full/10.2147/IJN.S246484,24,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,1.690206066,Aminoglycoside ,6.214608098422191,3.4420193761824107
69,Ag,green_synthesis using Withania coagulans fruits extract,20.0,spherical,MIC,Escherichia coli,Levofloxacin,http://www.nanomedicine-rj.com/article_38645.html,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,14.98365316,-1.315329409,20.26923077,361.373,11.56673267,0.0,0.0,32.3758692,0.0,33.86721055,10.90292493,4.567099648,18.87131891,0,0,2.772588722,Quinolines,0.6931471805599453,-0.6931471805599453
70,Ag,green_synthesis using Withania coagulans fruits extract,20.0,spherical,MIC,Vibrio cholerae,Levofloxacin,http://www.nanomedicine-rj.com/article_38645.html,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio cholerae,pathogenic,n,48.0,30,water,14.98365316,-1.315329409,20.26923077,361.373,11.56673267,0.0,0.0,32.3758692,0.0,33.86721055,10.90292493,4.567099648,18.87131891,0,0,2.772588722,Quinolines,2.0794415416798357,2.0794415416798357
71,Ag,green_synthesis using Withania coagulans fruits extract,20.0,spherical,MIC,Enterococcus faecalis,Levofloxacin,http://www.nanomedicine-rj.com/article_38645.html,24,0,107.868,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Bacteria,Enterococcus faecalis,pathogenic,p,24.0,37,urine,14.98365316,-1.315329409,20.26923077,361.373,11.56673267,0.0,0.0,32.3758692,0.0,33.86721055,10.90292493,4.567099648,18.87131891,0,0,3.465735903,Quinolines,2.0794415416798357,-1.3862943611198906
72,Ag,green_synthesis using Withania coagulans fruits extract,20.0,spherical,MIC,Staphylococcus aureus,Levofloxacin,http://www.nanomedicine-rj.com/article_38645.html,24,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,14.98365316,-1.315329409,20.26923077,361.373,11.56673267,0.0,0.0,32.3758692,0.0,33.86721055,10.90292493,4.567099648,18.87131891,0,0,1.386294361,Quinolines,0.0,-1.3862943611198906
73,Ag,green_synthesis using Withania coagulans fruits extract,20.0,spherical,MIC,Salmonella typhi,Levofloxacin,http://www.nanomedicine-rj.com/article_38645.html,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,168.0,37,blood,14.98365316,-1.315329409,20.26923077,361.373,11.56673267,0.0,0.0,32.3758692,0.0,33.86721055,10.90292493,4.567099648,18.87131891,0,0,3.465735903,Quinolines,0.0,-1.3862943611198906
74,Ag,green_synthesis using Withania coagulans fruits extract,20.0,spherical,MIC,Proteus vulgaris,Levofloxacin,http://www.nanomedicine-rj.com/article_38645.html,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus vulgaris,opportunistic pathogen,n,24.0,30,soil,14.98365316,-1.315329409,20.26923077,361.373,11.56673267,0.0,0.0,32.3758692,0.0,33.86721055,10.90292493,4.567099648,18.87131891,0,0,2.772588722,Quinolines,3.4657359027997265,2.772588722239781
75,Ag,"purchased from US Research Nanomaterials, Inc.В ",20.0,spherical,MIC,Escherichia coli,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,18,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,4.158883083,Organoheterocyclic compounds,0.6931471805599453,3.4657359027997265
76,Ag,"purchased from US Research Nanomaterials, Inc.В ",20.0,spherical,MIC,Escherichia coli,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,18,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,4.158883083,Organooxygen compounds,0.6931471805599453,1.3862943611198906
77,Ag,"purchased from US Research Nanomaterials, Inc.В ",20.0,spherical,MIC,Escherichia coli,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,18,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,16.01721414,-2.345197559,29.43564356,1449.271,29.93485761,0.0,0.0,34.71646842,0.0,116.725296,11.12690298,0.0,13.8474744,0,0,4.158883083,carboxylic acids,5.545177444479562,1.3862943611198906
78,Ag,"purchased from US Research Nanomaterials, Inc.В ",20.0,spherical,MIC,Escherichia coli,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,18,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,4.158883083,Quinolines,-4.199705077879927,3.4657359027997265
79,Ag,"purchased from US Research Nanomaterials, Inc.В ",20.0,spherical,MIC,Escherichia coli,Colistin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,18,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,14.42691455,-1.637790428,23.57142857,2296.971,0.0,0.0,0.0,39.02066887,0.0,0.0,0.0,55.3898976,0.0,0,0,4.158883083,Carboxylic acids and derivatives,0.6931471805599453,2.772588722239781
80,Ag,"purchased from US Research Nanomaterials, Inc.В ",20.0,spherical,MIC,Escherichia coli,Rifampicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,18,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,14.42562962,-2.042566018,32.06779661,822.953,5.749511833,11.69042468,5.101407526,87.33070199,0.0,52.82961988,10.77244843,44.85590154,7.047671983,0,2,4.158883083,Macrolactams,1.3862943611198906,3.4657359027997265
81,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.392643477,Organooxygen compounds,0.0,-4.199705077879927
82,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,2.392643477,Aminoglycoside ,-1.3862943611198906,-4.199705077879927
83,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.392643477,Organooxygen compounds,0.0,-4.199705077879927
84,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,2.392643477,Lactams,2.0794415416798357,-2.0794415416798357
85,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,2.392643477,Organoheterocyclic compounds,2.0794415416798357,-2.0794415416798357
86,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,2.392643477,Lactams,-2.0794415416798357,-3.506557897319982
87,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,2.392643477,Lactams,-2.8134107167600364,-4.199705077879927
88,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.392643477,Quinolines,-4.199705077879927,-4.199705077879927
89,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,2.392643477,Tetracyclines,-0.6931471805599453,-4.199705077879927
90,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,2.392643477,Tetracyclines,-0.6931471805599453,-4.199705077879927
91,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,11.30478637,-1.325823356,13.85,323.132,4.83626969,11.594566,0.0,12.13273414,0.0,39.94323803,0.0,0.0,0.0,2,0,2.392643477,Benzene derivatives,0.6931471805599453,-2.8134107167600364
92,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.392643477,phenol ethers,-2.0794415416798357,-4.199705077879927
