,NP,NP_Synthesis,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,Bacteria,ZOI_NP (mm),reference,time (hr),MDR,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,isolated_from
37,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,1000.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,18.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
38,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,15.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
39,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,300.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
40,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,100.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,13.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
41,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,50.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
42,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,30.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
43,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,20.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,9.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
44,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,10.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
45,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,1000.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,36.0,48.0,37.0,2.0,respiratory tract
46,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,11.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,36.0,48.0,37.0,2.0,respiratory tract
47,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,300.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,9.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,36.0,48.0,37.0,2.0,respiratory tract
48,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,100.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,36.0,48.0,37.0,2.0,respiratory tract
49,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,50.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,36.0,48.0,37.0,2.0,respiratory tract
50,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,30.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,36.0,48.0,37.0,2.0,respiratory tract
51,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,20.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,36.0,48.0,37.0,2.0,respiratory tract
52,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,10.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,36.0,48.0,37.0,2.0,respiratory tract
53,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,1000.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,16.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
54,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,15.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
55,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,300.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
56,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,100.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
57,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,50.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,11.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
58,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,30.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,9.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
59,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,20.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
60,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,10.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
61,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,1000.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,21.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,24.0,36.0,48.0,30.0,2.0,sputum
62,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,20.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,24.0,36.0,48.0,30.0,2.0,sputum
63,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,300.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,18.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,24.0,36.0,48.0,30.0,2.0,sputum
64,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,100.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,16.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,24.0,36.0,48.0,30.0,2.0,sputum
65,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,50.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,15.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,24.0,36.0,48.0,30.0,2.0,sputum
66,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,30.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,24.0,36.0,48.0,30.0,2.0,sputum
67,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,20.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,24.0,36.0,48.0,30.0,2.0,sputum
68,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,10.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,24.0,36.0,48.0,30.0,2.0,sputum
69,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,1000.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,48.0,72.0,37.0,2.0,urine
70,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,48.0,72.0,37.0,2.0,urine
71,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,300.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,48.0,72.0,37.0,2.0,urine
72,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,100.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,48.0,72.0,37.0,2.0,urine
73,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,50.0,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,0.0,11,107.868,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,1.78376517,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,48.0,72.0,37.0,2.0,urine
